selling_price,seller_type,Km_driven,owner_type,fuel_type,transmission_type,Mileage_KMpH,Engine_cc,max_power_bhp,Seats,No_year
2.25,100,77838,100,200,100,25.44,936,57.6,5,10
8.95,200,39190,100,200,200,23.8,1498,78.9,5,4
5.25,200,11300,100,100,200,23.84,1199,83.83,5,5
9.72,200,26193,100,100,200,17.21,1197,103.6,5,4
3.85,200,65000,100,200,100,20.54,1598,103.6,5,9
4.9,100,25000,100,100,100,18.9,1197,81.86,5,4
4.5,100,120000,100,200,100,25.4,1186,73.97,5,5
5.8,200,82911,100,200,100,26,1498,98.6,5,8
3.25,200,65000,100,100,100,17,1497,118,5,12
3.75,200,78000,100,200,100,20.5,1598,103.5,5,10
5.69,100,90000,100,200,100,25.01,1498,89.75,5,7
15,100,22000,100,200,100,17,1956,138.1,5,3
10.5,200,43000,100,100,200,14.8,1591,121.3,5,6
2.6,200,78000,100,100,100,19.81,1086,68.05,5,14
6.6,100,60000,100,100,100,17.19,1197,81.86,5,5
9.4,200,15500,100,200,100,22.54,1396,88.73,5,3
4.75,200,37000,100,100,100,18,1198,86.7,5,7
5.75,100,120000,100,200,100,24.2,1498,98.6,7,7
3.75,100,120000,100,200,100,20.54,1598,103.6,5,10
2.25,100,100000,100,100,100,18.6,1199,79.4,5,11
3.75,200,64000,100,200,100,25.8,1498,98.6,5,9
6,100,11000,100,100,100,21.21,1197,81.8,5,3
14.5,100,6200,100,200,100,19.39,1461,108,5,3
8,200,41000,100,100,100,17.4,1497,117.3,5,4
2,200,71000,100,200,100,18.8,1248,90,5,12
4.25,200,77000,100,200,100,21.14,1498,103.52,5,9
12.85,200,38672,100,200,200,15.2,1968,140.8,5,9
15.75,200,30000,100,200,100,16,2179,140,7,5
17.45,200,107000,100,200,100,13.68,2393,147.8,7,6
3.5,100,60000,100,100,100,13.5,1799,130,5,14
2,100,78500,100,200,100,23,1396,90,5,12
1.35,100,90000,100,100,100,19,998,66.1,5,12
4.3,200,43652,100,100,100,18.16,1196,86.8,5,6
7.8,100,120000,100,200,100,12.99,2494,100,7,10
4.8,100,96000,100,200,100,25.2,1248,74,5,8
2.35,200,70000,100,100,200,16.95,1197,78.9,5,13
4.25,100,23000,100,100,100,17,1198,73.75,5,6
3.15,100,126000,100,100,100,18.6,1197,85.8,5,10
8,100,80000,100,200,100,22.32,1582,126.32,5,9
3.65,200,33500,100,200,100,24,1120,70,5,6
8.4,200,30646,100,100,100,15.4,1497,117.3,7,5
3.5,200,56050,100,200,100,21.64,1461,84.8,5,9
9,100,120000,100,200,100,15.4,1997,120,7,7
5.05,200,68000,100,200,100,26,1498,98.6,5,8
9,100,66000,100,200,100,14.1,2179,153.86,7,6
4.1,200,119621,100,200,100,25.8,1498,98.6,5,7
5.95,200,46000,100,100,100,19.01,1462,103.26,7,8
6.8,100,30000,100,100,100,19,1194,94.68,5,4
1.85,100,35000,100,100,100,22.74,796,47.3,5,9
6.2,200,17000,100,100,200,17.36,1197,81.86,5,5
1.95,100,29000,100,100,100,18.6,1199,76.8,5,8
6.8,100,35000,100,200,100,28.09,1248,88.5,5,6
3.6,200,28000,100,100,100,23.95,998,67.05,5,6
6.2,100,90000,100,200,100,26,1498,98.6,5,7
7.8,100,90000,100,200,100,15.1,2179,140,7,8
3.5,100,36000,100,100,100,16.6,1197,85,5,12
2.9,100,50000,100,100,100,24.7,796,47.3,5,5
2.4,200,36583,100,100,100,20.63,1198,67,5,6
8.25,200,74000,100,200,100,15.1,2179,140,7,10
4.64,200,39472,100,100,200,21.63,998,67.04,5,4
3.65,200,21257,100,100,100,18.5,1198,86.8,5,7
3,100,60000,100,100,100,20.3,998,68.05,5,4
8.2,100,70000,100,200,100,27.39,1248,74,5,5
4.21,100,120000,100,200,100,19.3,1248,73.9,5,11
9.6,200,19000,100,200,200,21.72,1498,108.6,5,4
4.68,200,17210,100,100,200,23.1,998,67.04,5,5
0.65,100,100785,100,100,100,19.7,796,46.3,5,16
4.75,200,15000,100,100,100,19.4,1198,86.8,5,7
11.75,200,95000,100,200,100,12.8,2494,102,7,7
3.75,200,65000,100,100,100,17.6,1496,88.73,5,9
1.5,100,80000,100,200,100,21.12,1248,88.8,5,12
3.7,100,15000,100,100,100,23.01,999,67,5,5
7.9,200,29000,100,100,100,17.4,1497,117.6,5,5
5.3,100,110000,100,200,100,22.32,1582,126.3,5,11
6.85,200,11577,100,100,100,18.6,1197,81.83,5,5
4.3,300,64321,100,100,100,18.5,1197,82.85,5,9
14.5,100,21000,100,200,200,17.6,2179,153.86,7,5
4.15,200,67000,100,100,200,23.1,998,67.04,5,6
10.9,200,25500,100,100,200,13,1591,121.3,5,5
1.45,200,80000,100,100,100,16.2,995,62.1,5,12
4.75,200,14917,100,300,100,21.94,1196,61.7,5,4
11,100,50000,100,100,200,13,1591,121.3,5,5
6.75,100,106000,100,200,100,21.19,1396,88.73,5,6
11,100,50000,100,200,200,14.56,1995,170.6,5,8
4,100,50000,100,100,100,22.05,796,47.3,5,2
6.5,200,11707,100,100,100,21.21,1197,81.8,5,5
3.5,200,58000,100,300,100,33.44,796,40.3,4,4
7.45,200,7000,100,100,100,16.47,1198,74,5,4
4.2,200,45500,100,100,100,18.9,1197,82,5,6
5.15,100,70000,100,200,100,23.4,1248,74,5,4
4.99,300,38982,100,100,100,18.16,1197,78.8,5,7
4,100,30000,100,100,100,23.84,1199,84,5,5
7.95,200,42000,100,200,100,16.55,2498,105,6,5
5,100,30000,100,200,100,25.32,1198,77,6,4
4,100,60000,100,100,100,23.1,998,67.04,5,5
3.75,100,80000,100,100,100,17.01,1591,121.3,5,9
13,100,90000,100,200,100,12.99,2494,100,7,9
2.4,100,80000,100,200,100,20,1399,68,5,10
2.6,200,15200,100,100,100,22.74,796,47.3,5,7
12.65,200,29890,100,200,100,15.1,2179,152.87,7,4
11.5,200,113000,100,200,100,12.99,2494,100.6,7,7
5.51,200,57589,100,200,100,25.32,1198,77,6,6
4.5,100,21346,100,100,100,15.7,1368,112.4,5,7
3.5,100,20000,100,100,100,21.1,814,55.2,5,5
5,100,35000,100,100,100,17.4,1497,117.3,5,8
4.75,200,35000,100,100,100,18.9,1197,82,5,8
6.5,100,70000,100,200,100,27.39,1248,74,5,6
12.75,200,40000,100,200,100,19.67,1582,126.2,5,4
2.95,200,17000,100,100,100,19,998,66.1,5,13
2.55,200,80000,100,100,100,20.36,1197,78.9,5,9
15.5,200,60000,100,200,200,16.55,1968,147.51,5,9
3.2,200,77000,100,100,100,13.5,1799,130,5,12
1,100,80000,100,100,100,19.7,796,46.3,5,16
2.7,100,8333,100,100,100,20.92,998,67.1,5,9
4.51,200,46000,100,100,100,18.5,1197,82.9,5,8
4.25,200,35372,100,100,100,18.9,1197,81.86,5,7
17.99,200,52000,100,200,200,17.68,1968,174.33,5,8
2.35,100,60000,100,100,100,20.36,1197,78.9,5,12
2.8,100,55000,100,100,100,19.49,1198,67.04,5,6
2.49,200,49000,100,100,100,20.36,1197,78.9,5,11
5.5,100,80000,100,100,100,17,1497,118,5,11
6.45,200,4000,100,100,100,21.4,1197,83.1,5,4
13,100,80000,100,200,200,16,2179,140,7,5
3.85,200,106000,100,100,200,16.8,1497,118,5,12
9.4,100,12000,100,100,100,15.29,1591,121.3,5,4
8.5,100,54750,100,100,100,15.4,1497,117.3,7,6
10.5,100,15000,100,200,100,20.37,1461,108.45,5,3
12,100,20000,100,200,100,17.6,2179,153.86,7,4
3.49,200,69988,100,200,100,20.54,1598,103.6,5,11
2.7,100,10000,100,100,100,20.3,998,68.05,5,8
7.7,100,15000,100,100,200,21.4,1197,83.1,5,3
10.75,200,84000,100,100,100,19.01,1462,103.26,7,3
8.75,100,80000,100,200,100,15.1,2179,140,7,10
8.61,200,16000,100,200,100,22.54,1396,88.73,5,3
7.45,100,103000,100,200,100,28.09,1248,88.5,5,6
17.5,200,47000,100,200,100,13.68,2393,147.51,7,5
3.5,100,18000,100,100,100,25.17,799,53.3,5,5
15.99,200,44000,100,200,100,16.3,1956,170,5,5
6,100,120000,100,200,100,20.45,1461,83.8,5,7
7.45,200,37000,100,100,200,21.21,1197,81.8,5,5
6.45,200,20040,100,100,200,19,1199,88.7,5,6
4.5,200,118000,100,200,100,12.8,2494,102,7,15
13.3,100,30000,100,200,100,17.6,2179,153.86,7,5
10.5,100,25000,100,100,100,17.1,1496,105.5,5,4
2.6,200,74475,100,200,100,16.8,1493,110,5,13
8.85,200,28246,100,100,100,17.7,1497,113.42,5,4
4.75,200,53000,100,100,100,17.71,1197,78.9,5,8
12.7,200,68500,100,200,100,15.4,2179,120,7,5
6.6,200,85118,100,100,200,18,1497,117.3,5,7
13.95,200,97500,100,100,200,14.8,1595,120.69,5,9
21.75,200,29000,100,200,200,19.5,1968,141,5,4
3.88,200,16000,100,100,200,23.95,998,67.05,5,7
2.5,100,120000,100,200,100,22.1,1248,76.9,5,10
8.7,200,20000,100,100,100,17.8,1498,119.35,5,4
2.4,100,40000,100,100,100,18.9,998,67.1,5,10
12.4,200,29000,100,200,100,15.1,2179,152.87,7,4
4.5,200,77607,100,100,100,17.57,1193,88.7,5,7
4.75,200,42000,100,200,100,25.8,1498,98.6,5,9
3.55,200,58700,100,100,100,21.79,998,67.05,5,10
6.75,100,50000,100,200,100,15.1,2179,140,7,7
3.8,100,46000,100,100,100,20.4,1197,81.8,5,6
3.65,100,70000,100,100,100,22.05,796,47.3,5,2
2.25,200,124790,100,200,100,17.1,1493,110,5,14
7.9,200,69000,100,200,100,21.5,1497,108.5,5,4
6.85,200,94532,100,200,100,22.54,1396,88.73,5,7
14.9,200,34000,100,200,200,17.6,2179,153.86,7,4
5.5,100,111000,100,200,100,25.83,1498,99,5,6
3,100,25000,100,100,100,24.7,796,47.3,5,4
4.5,100,30000,100,100,100,21.21,1197,81.8,5,6
7.95,200,52000,100,200,100,22.77,1498,98.59,5,7
11.75,200,99000,100,200,200,16,2179,140,7,6
2.3,100,50000,100,100,100,18.9,998,67.1,5,10
3.4,200,85454,100,100,100,21.1,1197,85.8,5,10
3.15,200,32000,100,100,100,15.6,1196,70.02,5,10
4,100,70000,100,200,100,25.2,1248,74,5,8
2.1,100,60000,100,100,100,20.92,998,67.1,5,9
1.38,100,120000,100,100,100,21.1,814,55.2,5,10
4.65,200,35318,100,100,100,20.89,1197,81.8,5,5
4.5,100,110000,100,200,100,14,2498,112,7,12
6.35,200,47529,100,100,100,21.21,1197,81.8,5,7
3.75,200,49000,100,300,100,15.1,1196,73,5,7
4.95,200,56000,100,100,100,16.8,1497,116.4,5,9
7.4,100,50000,100,100,100,20.3,1199,83.81,5,3
8.75,200,52000,100,200,100,23.9,1582,126.32,5,6
2.7,200,67370,100,300,100,26.6,998,58.16,5,9
3.5,100,65000,100,100,100,20.51,998,67.04,5,8
3,100,53000,100,200,100,25.44,936,56.3,5,5
8.75,200,27000,100,100,100,17.8,1497,117.3,5,5
5.1,200,52000,100,200,100,19.3,1248,73.9,5,10
3,100,75000,100,200,100,23.2,1248,73.94,5,8
3.6,100,60000,100,100,100,18.2,1199,82.5,5,6
8.8,100,60000,100,200,100,19.67,1582,126.2,5,6
4.35,200,49000,100,100,100,19.1,1197,82,5,8
3,100,35000,100,100,100,18.9,998,67.1,5,10
7.95,200,70000,100,200,100,28.09,1248,88.5,5,5
5.6,200,60942,100,200,100,20.14,1498,88,5,7
9.45,200,46432,100,100,100,15.8,1591,121.3,5,6
11,100,65000,100,100,200,18.15,998,118.35,5,3
11.25,200,16000,100,100,200,17,1591,121.3,5,4
11.15,100,10800,100,200,100,19.67,1582,126.2,5,6
3.15,200,49000,100,100,200,16.95,1197,78.9,5,10
6.75,200,26000,100,100,200,22,1197,81.8,5,4
3.35,200,37000,100,100,100,21.1,814,55.2,5,8
6.5,100,20000,100,100,100,17,1198,108.5,5,5
6.19,200,58000,100,200,100,22.32,1582,126.32,5,10
6.5,100,60000,100,100,100,21.1,998,100.5,5,5
3.85,100,120000,100,100,100,20.85,1197,83.14,5,7
6,100,110000,100,200,200,17,1896,105,5,12
7.75,200,74000,100,200,100,15.1,2179,140,7,10
3.25,200,66000,100,100,100,16.78,1496,88.73,5,11
6.5,100,70000,100,200,100,28.4,1248,74.02,5,5
4.85,200,77000,100,300,100,26.6,998,58.16,5,4
4.6,200,57028,100,100,100,21.21,1197,81.8,5,8
6.75,200,100000,100,200,100,15.8,2148,170,5,16
3.75,200,55000,100,100,100,15.04,1598,103.6,5,12
2.1,200,86240,100,100,100,19.7,796,46.3,5,13
7.5,100,110000,100,200,100,21.9,1498,98.6,7,5
1.9,100,80000,100,100,100,17.3,993,60,5,16
5.85,200,10000,100,100,200,18.9,1197,82,5,5
2.9,100,50000,100,100,100,22.05,796,47.3,5,2
7.4,100,40000,100,100,200,17.21,1197,103.5,5,6
6.71,200,54068,100,100,100,17.1,1591,121.3,5,7
2.75,200,51000,100,100,100,16.47,1198,73.9,5,12
18.8,200,28025,100,200,100,17.1,1956,170,5,5
5.5,100,50000,100,100,100,21.21,1197,81.8,5,3
2.5,100,52000,100,100,100,17.5,1298,85.8,5,12
7.31,200,14000,100,100,100,21.4,1197,83.1,5,4
1.35,200,37000,100,100,100,21.79,998,67.05,5,16
4.3,200,54540,100,200,100,28.4,1248,74,5,9
4.9,100,90000,100,100,100,18.6,1197,81.83,5,7
3.3,100,25000,100,100,100,18.2,1199,82.4,5,7
6,100,80000,100,200,100,26.1,1498,99.23,5,6
9.5,100,50000,100,100,100,17.01,1591,121.3,5,5
4.85,200,65000,100,100,200,18.9,1197,81.86,5,8
2.4,200,68584,100,200,100,17.8,1399,68,5,12
4,100,70000,100,200,100,23.2,1248,73.94,5,6
4.3,200,39500,100,200,100,27.62,793,47,5,6
8.25,200,22000,100,100,100,17.4,1497,117.3,5,5
5.5,200,75000,100,200,100,19.6,1461,108.45,5,9
1.05,200,75000,100,100,100,19.7,796,46.3,5,16
3.49,100,20000,100,100,100,17.57,1193,88.7,5,6
3.28,100,90000,100,100,200,16.8,1497,118,5,12
13,100,80000,100,200,100,12.99,2494,100,7,9
4.5,100,120000,100,200,100,24.4,1120,71,5,8
5.3,200,38000,100,100,100,21.21,1197,81.8,5,7
3,100,70000,100,200,100,23.03,1396,69,5,11
9.5,200,64000,100,100,200,14.28,1798,138.03,5,8
6.11,200,41615,100,100,100,18.7,1199,88.7,5,5
7.5,100,30000,100,200,100,24.3,1248,88.5,5,4
10.35,200,27000,100,100,100,15.29,1591,121.3,5,5
19.25,200,1600,100,200,100,20.8,1493,113.4,5,2
8.15,200,51048,100,200,200,13.2,1995,170,5,11
4.15,200,80000,100,100,200,23.95,998,67.05,5,3
5.17,200,22000,100,300,100,26.6,998,58.16,5,3
5.25,100,70000,100,200,100,25.2,1248,74,5,7
2.75,100,110000,100,200,100,20,1399,68.05,5,8
5.5,200,58000,100,200,100,15.1,2179,140,7,9
4.5,100,120000,100,200,100,25.8,1498,98.6,5,7
12.15,100,47800,100,100,200,14.8,1591,121.3,5,4
5.02,100,27000,100,100,100,17.19,1197,81.86,5,7
3.95,200,78959,100,200,100,23.5,1498,90,5,10
16,200,68000,100,200,200,17.68,1968,174.33,5,11
3.75,200,100000,100,200,100,21.64,1461,84.8,5,10
4.9,200,58000,100,100,100,20.4,1197,81.8,5,6
9.25,100,80000,100,200,100,15.1,2179,140,7,7
5.5,100,40000,100,100,100,21.4,1197,83.1,5,6
12.8,100,79774,100,200,100,13.68,2393,147.8,7,4
8.11,200,27000,100,300,100,17.5,1373,80.46,7,5
1.95,200,49000,100,100,100,16.25,1198,75,5,12
6.95,200,47700,100,100,200,17.21,1197,103.5,5,7
5.09,100,38000,100,100,100,20.89,1197,81.8,5,4
3,100,120000,100,200,100,25.8,1498,98.6,5,8
9.65,200,53000,100,100,200,14.28,1798,138.03,5,6
6.5,100,55000,100,100,100,20.73,1373,91.1,5,6
2.4,100,110000,100,100,100,23.1,998,67.04,5,7
5.75,200,65000,100,100,100,15,1598,103.5,5,8
5.6,100,120000,100,200,100,26.21,1248,88.5,5,8
7.9,200,58100,100,200,100,28.4,1248,74.02,5,4
3.2,100,50000,100,300,100,26.6,998,58.16,5,6
6,200,70000,100,200,100,24.2,1498,98.6,7,7
19.5,200,63500,100,200,200,19.5,1968,141,5,4
4.25,200,23113,100,100,100,18.9,1197,81.86,5,8
3.49,200,76300,100,100,100,17.92,1086,62.1,5,7
3.95,200,42400,100,100,100,18.3,1197,78.9,5,6
11.15,200,47000,100,200,100,19.67,1582,126.2,5,5
5.5,200,32334,100,100,200,20.89,1197,81.8,5,5
1.8,200,67000,100,100,100,20.36,1197,78.9,5,14
2.2,100,110000,100,100,100,18.6,1199,76.8,5,6
6.5,200,20000,100,100,100,16.47,1198,73.9,5,8
9.5,100,80000,100,200,100,19.87,1461,83.8,5,6
1.85,200,60000,100,100,100,16,1368,90,5,13
2.6,100,113000,100,200,100,23.08,1461,63.12,5,8
1.78,200,69000,100,100,100,19.7,796,46.3,5,15
12,100,50000,100,200,100,21.9,1498,98.6,7,3
5.8,100,40000,100,100,100,20.85,1197,83.14,5,5
9,100,60000,100,200,200,13.2,1995,170,5,12
4.4,200,110000,100,200,100,20.5,1598,103.5,5,10
4,100,40000,100,100,200,15.5,1198,86.7,5,6
7.25,100,125000,100,200,100,22.77,1498,98.59,5,6
5.5,100,19000,100,100,100,18.6,1197,81.83,5,6
11.7,200,37000,100,200,100,16,2179,140,7,7
16,100,70000,100,200,100,13.68,2393,147.8,7,6
5,200,37801,100,100,100,17.5,1298,85.8,5,10
5,100,135000,100,200,100,19.33,1968,138.1,5,10
3.1,200,52000,100,100,100,20.36,1197,78.9,5,12
7.95,200,11000,100,100,100,18.6,1197,81.83,5,4
6.75,100,50000,100,100,100,17.01,1591,121.3,5,5
3.56,200,74652,100,200,100,18.3,1991,147.9,5,12
5.35,100,16500,100,200,100,22.95,1248,74,5,6
6,100,120000,100,200,100,20.77,1248,88.76,7,9
4.8,100,120000,100,200,100,14,2179,138.1,7,9
5,100,15000,100,100,100,23.84,1199,84,5,3
2.8,100,110000,100,100,100,19.44,1198,67,7,7
3,100,42500,100,200,100,22.1,1248,74,5,8
4.25,200,33000,100,200,100,21.9,1396,88.76,5,9
5.46,100,50000,100,100,100,18.6,1197,81.83,5,5
3.9,200,61000,100,200,100,22.32,1582,126.32,5,10
4.95,200,54500,100,100,200,14.3,1598,103.6,5,8
1.1,100,80000,100,100,100,17.8,1086,63,5,15
3.4,100,56660,100,100,100,18.5,1197,80,5,12
4,100,40000,100,100,100,20.51,998,67.04,5,7
7.1,200,28000,100,200,100,25.2,1248,74,5,5
6.15,200,62000,100,200,100,26,1498,98.6,5,6
6.35,200,16000,100,100,100,16.2,1199,74,5,4
5.5,100,44000,100,100,100,15.04,1598,103.6,5,9
7.7,200,80634,100,100,200,18,1497,117.3,5,6
1.75,100,110000,100,100,100,17,1497,118,5,14
3.5,100,10000,100,100,100,22.05,796,47.3,5,2
3.95,200,25000,100,100,100,19.81,1086,68.05,5,6
5.75,200,42000,100,100,100,22,1197,81.8,5,5
5.39,100,16000,100,100,100,23.84,1199,84,5,3
8.95,200,17000,100,100,100,15.4,1497,117.3,7,3
3.9,100,90000,100,200,100,24.4,1120,71,5,6
3,100,25000,100,200,100,16.2,1493,110,5,12
1.35,100,80000,100,200,100,25.44,936,57.6,5,10
4.35,300,54202,100,100,200,23.1,998,67.04,5,5
6.25,200,7000,100,100,100,16.47,1198,74,5,7
6.49,200,74300,100,100,200,16.5,1499,110,5,8
8,100,25000,100,200,100,14.02,2179,118.3,7,6
5.3,100,110000,100,200,100,25.2,1248,74,5,6
5.43,200,59894,100,100,100,16.2,1199,74,5,5
4.65,200,77000,100,200,100,25.8,1498,98.6,5,7
4.5,200,40434,100,100,100,17,1197,80,5,11
4.85,200,100000,100,100,100,15,1598,103.52,5,7
5.9,100,13900,100,100,100,18.9,1197,81.86,5,3
3,200,43639,100,100,200,12,1493,100,5,14
2.6,200,72000,100,100,100,20.92,998,67.1,5,11
2.5,100,60000,100,200,100,20,1399,68.1,5,9
3.99,200,25981,100,100,100,20.36,1197,78.9,5,9
6.35,200,58111,100,200,100,20.14,1498,88,5,7
9.1,200,60000,100,200,100,19.67,1582,126.2,5,7
2.45,200,46000,100,100,100,19,998,67.1,5,12
3.5,100,50000,100,100,100,20.36,1197,78.9,5,10
1.2,100,145000,100,100,100,14.2,1341,82.9,5,12
5.7,100,142000,100,100,100,15,1598,103.52,5,8
3.75,200,39949,100,100,200,23.95,998,67.05,5,7
1.9,100,19600,100,100,100,19.7,796,46.3,5,11
3,200,95000,100,100,100,13.1,1798,157.8,5,12
7,100,18000,100,100,100,18.6,1197,81.86,5,3
3.1,100,35000,100,100,100,21.1,814,55.2,5,4
6,200,37712,100,100,200,18.9,1197,81.86,5,5
3.13,200,20000,100,100,100,14,796,35,5,5
4.75,200,58904,100,100,100,22,1197,81.8,5,7
5.5,200,15000,100,100,100,18.9,1197,81.86,5,3
8,200,44771,100,100,100,28.09,1373,91.1,5,5
5.2,200,42605,100,100,100,15,1598,103.5,5,9
5.3,200,50000,100,100,100,18.6,1197,81.83,5,6
13.5,100,60000,100,200,200,17.6,2179,153.86,7,5
2.55,200,78000,100,200,100,28.4,1248,74,5,12
10,100,146000,100,200,100,12.99,2494,100.6,7,8
6,100,100000,100,200,100,25.2,1248,74,5,6
5.99,200,69000,100,200,100,22.54,1396,88.73,5,8
7.25,200,30685,100,200,100,24.7,1498,98.63,5,6
4.05,300,16486,100,100,100,18.5,1198,86.8,5,5
6,100,10000,100,100,100,17.43,1396,105.5,5,8
7.5,200,62563,100,200,100,28.09,1248,88.5,5,6
6.64,200,49000,100,100,100,18.6,1197,81.83,5,5
1.58,100,50000,100,100,100,19,998,66.1,5,12
3,100,80000,100,200,100,21.2,1248,75,5,8
9.25,200,129238,100,200,100,12.8,2494,102,7,11
6,100,120000,100,200,100,28.4,1248,74.02,5,4
3.35,200,98206,100,200,100,17.8,1248,75,5,13
9.55,200,22000,100,200,100,24.3,1248,88.5,5,5
13.65,200,59500,100,200,100,17.1,1956,170,5,5
7.45,200,78000,100,200,200,19.5,1582,126.24,5,10
4.95,100,40000,100,100,100,20.14,1197,81.86,5,4
9.65,200,32387,100,200,100,22.77,1498,98.59,5,4
3.5,100,80000,100,200,100,22.9,1248,74,5,9
6.25,200,45000,100,200,100,28.4,1248,74.02,5,9
9.1,200,10000,100,100,200,20.28,1462,103.25,5,3
7.75,200,40000,100,100,200,15.63,1499,110.4,5,6
18.25,200,11001,100,100,200,14.28,1798,138.03,5,4
3.3,200,63000,100,100,100,21.79,998,67.05,5,9
6.25,200,28789,100,100,100,17.01,1591,121.3,5,7
5.4,200,45000,100,100,100,20.73,1373,91.1,5,7
4.2,100,60000,100,100,100,17.01,1591,121.3,5,9
4.2,200,36628,100,100,100,23.01,999,67,5,5
4.75,200,103500,100,200,100,19.01,1461,108.45,5,10
5.85,100,53800,100,200,100,25.2,1248,74,5,8
12.5,200,59000,100,200,200,17.2,1968,138.03,5,8
3.1,200,61000,100,100,200,16.8,1497,118,5,13
14.75,200,80000,100,200,200,16.55,1968,140,5,10
1.75,200,99870,100,100,100,13.8,1299,70,5,15
5.05,200,21000,100,100,100,18.9,1197,82,5,7
7.95,200,77000,100,200,200,19.5,1582,126.24,5,8
7.85,200,26000,100,100,100,21.4,1197,83.1,5,5
5.6,100,60000,100,100,100,19.1,1197,85.8,5,8
3.25,100,120000,100,100,100,17,1197,80,5,12
1.75,100,35000,100,100,100,15.6,1196,70,5,11
1.25,100,110000,100,100,100,19.7,796,46.3,5,16
8.6,200,40000,100,200,100,21.38,1396,88.7,5,7
7.45,200,55524,100,200,100,22.77,1498,98.59,5,7
5.1,100,25000,100,100,200,19.34,1198,76,5,6
5.5,100,52000,100,200,100,22.54,1396,88.73,5,5
2.25,100,70000,100,200,100,20,1399,68,5,10
2.25,200,60000,100,100,100,21.1,814,55.2,5,10
3.35,200,40000,100,100,100,21.63,998,67.04,5,7
3.8,100,100000,100,300,100,25.4,1197,73.97,5,4
8,100,66000,100,200,100,22.77,1498,98.59,5,6
2.85,200,37000,100,300,100,15.1,1196,73,5,6
4.25,100,16000,100,100,100,20.51,998,67.04,5,5
1.5,100,30000,100,100,100,18.6,1199,79.4,5,11
10.5,200,140000,100,200,100,16,2179,140,7,7
4.3,100,40000,100,200,100,22.9,1248,74,5,10
5.5,200,65000,100,100,200,21.79,998,67.05,5,7
2.8,100,75000,100,200,100,21.12,1248,88.8,5,10
1.25,200,93533,100,100,100,26,624,35,4,10
5.4,200,40000,100,100,200,15,1396,98.6,5,8
7.5,100,130000,100,200,100,28.09,1248,88.5,5,7
7.5,200,66000,100,200,100,12.8,2494,102,7,11
3.75,200,55252,100,200,100,22.07,1199,73.9,5,10
7.2,200,80000,100,200,100,28.09,1248,88.5,5,6
7.25,100,76000,100,200,100,22.77,1498,98.59,5,6
5.75,100,40000,100,200,100,19.87,1461,83.8,5,6
2.5,200,46000,100,100,100,18.2,998,67.1,5,12
3.4,100,16560,100,100,100,18.9,1197,82,5,7
1.1,100,88000,100,100,100,18.2,1061,64,5,14
6.5,100,90000,100,200,100,25.1,1498,98.6,5,7
1.25,100,110000,100,200,100,17.8,1248,75,5,14
4,100,43000,100,100,100,18.6,1197,85.8,5,10
7.7,100,25000,100,100,100,18.6,1197,81.83,5,4
4.1,200,90000,100,200,100,19.3,1248,73.9,5,8
6,100,77000,100,200,100,22.7,1582,126.24,5,9
3.65,200,18057,100,100,100,17.57,1193,88.7,5,8
6.5,200,45000,100,100,100,17.74,999,75.1,5,3
10.6,200,79828,100,200,200,17.01,1582,126.2,5,7
8,200,7801,100,100,100,21.01,1197,81.8,5,3
18.85,200,80792,100,200,200,15.73,1968,174.33,5,9
8.5,200,33456,100,200,100,25.5,1498,98.6,5,5
5.25,200,87000,100,200,100,26,1498,98.6,5,7
3.95,200,68000,100,200,100,17.8,1248,75,5,9
4.25,200,22000,100,200,100,28.4,1248,74,5,11
8.75,200,105000,100,200,200,21.72,1498,108.6,5,5
10.5,100,46100,100,200,100,16,2179,140,7,6
4.65,200,16000,100,100,200,24.04,999,67,5,4
4.7,100,10000,100,100,100,23.01,999,67,5,2
7.59,200,10001,100,100,200,21.4,1197,83.1,5,4
1.95,200,49000,100,100,100,17.92,1086,62.1,5,11
6.99,200,94000,100,200,100,25.47,1248,88.5,7,7
5.75,200,26208,100,100,100,21.01,1197,81.8,5,6
6,200,78000,100,200,100,24.7,1498,98.63,5,4
1.95,200,52000,100,100,100,24.7,796,47.3,5,10
6.5,200,75000,100,200,100,25.47,1248,88.5,7,7
4.4,100,58000,100,100,200,18.9,1197,81.86,5,4
4.5,200,52000,100,100,200,23.1,998,67.04,5,7
8.5,200,20000,100,200,100,24.3,1248,88.5,5,6
4.5,100,100000,100,100,100,20.14,1197,81.86,5,4
2.5,100,120000,100,200,100,22.71,1461,84.8,5,5
6.5,200,41348,100,200,100,26.21,1248,88.5,5,7
5.75,200,49000,100,100,100,16.2,1199,74,5,6
5.2,100,25000,100,100,200,23.84,1199,83.83,5,5
9,100,20000,100,200,100,24.3,1248,88.5,5,6
7,200,15000,100,200,100,27.3,1498,98.6,5,4
5.2,100,18600,100,100,100,22,1197,81.8,5,4
12.95,200,85250,100,200,200,16.55,1968,140,5,10
7.1,100,60000,100,100,100,21.4,1197,83.1,5,4
6.8,200,26000,100,100,100,16.47,1198,74,5,5
6.5,200,72000,100,200,100,20.14,1498,88,5,6
5.25,100,72600,100,100,100,17.01,1591,121.4,5,7
3.95,200,14183,100,100,100,22.3,799,53.26,5,6
4.9,100,26000,100,200,100,20.14,1498,88.5,5,7
6.5,200,21932,100,100,100,19.1,1197,82,5,5
4.95,200,14800,100,100,100,21.21,1197,81.8,5,8
